training_age,sets,reps,intensity,base_weight,tempo,training_frequency,motor_control,category,predicted_goal,cycle_length,periodization,weekly_progression
9.673504314208314,4,8,7.2,197,3.9,2,5.702857450588479,4,311.94232068954926,16,0,7.183895043096829
8.17977480710638,5,7,7.7,186,3.3,4,2.9720573152294456,4,288.39628442969524,16,0,6.399767776855953
3.3938308071470216,3,3,9.0,129,3.9,4,5.130671314395688,2,188.8466534287697,12,1,4.9872211190641424
1.4278850830606467,4,3,7.2,107,4.4,4,9.274486641154054,0,151.33481062621624,8,0,5.54185132827703
7.00021375186549,5,7,9.6,121,2.4,4,2.584859241975352,4,222.87899887788697,16,0,6.367437429867936
4.681448690526213,5,9,8.5,143,3.2,3,2.925613348194132,2,225.3400095465009,12,1,6.861667462208409
1.6593632310253987,3,5,8.4,157,4.5,3,1.1172661098137537,1,197.9508050129238,10,0,4.095080501292381
5.2041806460570665,3,8,8.8,135,3.2,2,1.1277104445619046,3,212.3250108352994,14,2,5.523215059664243
0.8266909505945748,3,4,9.5,168,3.7,4,8.464524642626614,0,216.81031456869653,8,0,6.101289321087066
9.13854381974843,4,6,8.0,176,3.8,3,7.589103461586602,4,289.4920057503673,16,0,7.093250359397956
2.9584098252001607,3,4,9.0,192,2.6,2,4.195369508067625,1,248.96033286370272,10,0,5.696033286370271
6.793961701362829,5,7,8.7,130,3.1,2,7.284800415048155,3,232.77889423347486,14,2,7.341349588105347
3.4612552228494042,5,3,7.8,146,3.0,3,4.556853336789732,2,205.5253217879798,12,1,4.960443482331651
5.440646201189203,3,9,9.6,154,2.1,4,9.576071163980448,3,251.8892763554843,14,2,6.992091168248878
5.693747653761156,3,3,9.4,179,2.1,2,9.703474132834314,3,266.1051924293407,14,2,6.221799459238623
2.2561173274925066,5,6,9.0,161,4.5,4,4.53514398228409,1,222.8516545933662,10,0,6.185165459336619
9.711053963763307,4,3,9.6,129,2.8,4,8.687997157067812,4,250.72042744570817,16,0,7.6075267153567605
7.863761821930588,3,3,9.6,154,3.6,4,7.957801375277196,4,256.8467966383605,16,0,6.427924789897531
9.425239944859797,3,6,9.1,115,2.9,2,3.789999434546104,4,227.58691871069755,16,0,7.036682419418597
9.000859829062664,5,8,9.5,111,4.8,4,3.0883584601099536,4,231.13941632266622,16,0,7.508713520166639
6.1800497987053085,3,8,9.1,116,2.8,2,5.124111853535505,3,208.62656616994573,14,2,6.616183297853267
9.25780523271961,4,6,9.0,115,3.3,4,8.032139565529656,4,235.11065121005137,16,0,7.506915700628211
1.3406787694932352,5,9,8.9,111,4.6,2,9.641510062558709,0,178.68769524978396,8,0,8.460961906222995
2.3618371929818793,3,7,9.3,107,4.5,4,7.872211619799153,1,172.20301497355376,10,0,6.520301497355376
0.9296592446501116,5,3,7.5,183,2.6,3,8.696862865165329,0,226.9825682549489,8,0,5.497821031868611
3.590638142251011,3,9,9.6,102,4.4,4,6.427578755534649,2,180.36647327131004,12,1,6.530539439275837
4.192434252050079,3,3,9.6,115,3.4,4,8.518670477579132,2,189.31747973276933,12,1,6.19312331106411
3.077815801852011,3,7,7.1,129,3.4,2,8.059787722030759,2,189.21220799786224,12,1,5.017683999821853
8.373006336943329,4,8,9.5,122,2.4,2,4.392869877336521,4,236.0733555115514,16,0,7.129584719471962
3.889156603589098,4,9,7.4,191,2.2,4,5.96791271908649,2,263.06512190734253,12,1,6.0054268256118775
3.1688778420301174,5,5,8.0,104,4.2,3,8.242778097907253,2,171.7151898831018,12,1,5.642932490258484
5.65561279000336,3,5,9.2,183,3.5,3,1.4145106077096075,3,260.3666682315913,14,2,5.526190587970807
1.8387801372602453,3,5,7.5,164,3.3,2,8.272713541202469,1,212.61931140988565,10,0,4.861931140988565
8.120871317163378,4,8,9.5,129,4.2,3,2.600993116441211,4,238.36846021196882,16,0,6.8355287632480515
1.2082311149578229,3,8,9.5,120,4.3,4,5.632152554092951,0,175.614077750802,8,0,6.951759718850251
9.875425897704915,4,7,8.5,183,2.5,2,8.274478956003438,4,307.91512561564446,16,0,7.8071953509777785
7.836325308318245,3,3,7.0,169,3.8,4,3.2843897034102536,4,251.61718702166132,16,0,5.163574188853833
2.387798974574638,5,7,7.9,121,2.4,2,3.212266953755377,1,178.42079222723015,10,0,5.7420792227230155
0.5524601126742228,3,7,8.9,181,4.3,2,4.624879586160267,0,224.85700028063417,8,0,5.482125035079271
8.246883570320925,3,8,9.9,171,4.0,2,9.051785178198712,4,290.05274632986544,16,0,7.44079664561659
7.2151447665523625,4,5,8.9,131,4.9,2,1.003985032934871,4,221.7271356818212,16,0,5.670445980113826
7.425568096389379,3,4,7.8,132,2.2,3,9.112447869777414,4,226.07321657578117,16,0,5.879576035986323
7.827068293516485,3,3,8.9,115,2.2,4,2.38426322177447,4,205.69294118079358,16,0,5.668308823799599
1.2034241914738584,4,8,8.6,175,2.8,4,9.91077738460734,0,235.49355960870187,8,0,7.561694951087734
3.90542442117059,5,5,9.3,137,2.8,4,9.593622937346213,2,219.13382977538404,12,1,6.844485814615337
1.6007560654887323,5,9,7.3,197,2.7,2,5.45207670632155,1,252.4841635833922,10,0,5.548416358339219
8.699482545818139,4,4,9.3,113,4.7,3,5.614482230313653,4,222.51758371201558,16,0,6.844848982000974
6.4213322048618,4,4,8.6,135,2.7,4,5.333944062482688,3,222.37157373261843,14,2,6.240826695187031
3.6435312361001673,4,8,9.9,196,2.8,3,6.7189928109357036,2,277.7267391052049,12,1,6.810561592100409
1.1038043277172245,4,6,8.0,122,4.3,2,1.8164953201143792,0,162.55517760190935,8,0,5.069397200238669
3.454332056298791,4,3,8.9,165,3.3,4,1.2935615350740985,2,222.0749987530015,12,1,4.756249896083458
3.5892415592540967,5,4,9.8,184,4.3,3,1.5193263557430896,2,251.99292200764742,12,1,5.666076833970618
7.431258694211609,5,8,7.3,101,2.2,2,4.999288143173629,4,200.4490017684533,16,0,6.21556261052833
6.556795977874525,4,8,9.8,190,3.5,3,3.4799314529753507,3,289.67426500245926,14,2,7.119590357318519
8.928521054475102,3,5,9.1,172,2.1,4,6.598356061338944,4,282.8257025278092,16,0,6.926606407988075
4.986041789038518,4,9,7.2,164,2.2,4,9.931980604373011,2,249.78630521886765,12,1,7.148858768238971
1.636145336413866,3,6,7.9,174,4.7,2,4.476908557688193,1,219.3045255278432,10,0,4.53045255278432
7.275825478618453,4,3,9.1,166,2.4,2,6.16457128694062,4,261.95346075935856,16,0,5.99709129745991
7.727457961860526,4,7,7.2,151,3.6,2,4.74043506316602,4,246.93031628963325,16,0,5.995644768102078
5.832133376910214,5,9,8.7,161,3.2,3,8.625445009496733,3,262.0952345295268,14,2,7.2210881806804865
7.824188209568329,3,9,8.0,122,3.0,3,9.120127631160143,4,230.27369712328687,16,0,6.767106070205429
5.191058165461712,3,5,8.9,125,4.7,3,8.89620050984734,3,208.37276608846472,14,2,5.955197577747479
5.465961879128944,5,4,7.1,167,2.1,2,9.769350148113318,3,248.88172025520151,14,2,5.848694303942965
4.561639674406221,5,4,9.6,181,4.0,4,1.2476726662637376,2,255.3646263946454,12,1,6.1970521995537835
0.7414817040689043,5,5,9.9,154,4.9,4,8.558345459309779,0,212.2693718215159,8,0,7.283671477689488
1.5249685564363924,5,8,9.9,105,3.7,3,7.765949557351839,1,174.3486727875189,10,0,6.93486727875189
0.7985772640239754,3,4,9.2,134,4.8,3,3.058249684603283,0,172.97599263909675,8,0,4.871999079887093
6.545898907005914,3,6,7.4,121,2.2,4,9.606880840487747,3,210.77751251677893,14,2,6.412679465484209
3.4863818202251036,4,3,9.3,142,3.3,4,2.333601354069509,2,202.89145659290512,12,1,5.07428804940876
5.331421566064677,4,9,7.1,114,2.8,3,7.115949344205175,3,197.82529654482516,14,2,5.987521181773226
9.121881502297883,5,9,7.1,185,4.2,3,3.0240119513432124,4,296.0110699453979,16,0,6.938191871587367
2.868276176914312,5,6,8.0,159,4.9,4,4.882425838966672,1,221.2698481737645,10,0,6.22698481737645
4.398637768838483,5,4,8.5,111,2.8,2,7.47243907250112,2,187.89776075945954,12,1,6.408146729954962
7.677735816158963,4,9,9.3,148,4.0,3,6.06992177829742,4,260.02676919671785,16,0,7.001673074794866
2.6735825721704134,4,7,9.0,141,2.6,4,4.847516481953005,1,205.65993530029283,10,0,6.465993530029283
1.2313091433735335,4,3,8.3,137,3.7,4,3.937045878387885,0,177.2560419645701,8,0,5.032005245571263
3.252638802680796,4,3,7.8,181,3.4,4,8.556936901379114,2,241.85651577351504,12,1,5.071376314459587
2.0316022289130418,4,9,10.0,144,4.9,4,2.294329152833323,1,208.69431156055433,10,0,6.469431156055433
9.332127697254444,4,5,8.3,134,3.8,2,4.8709258887682,4,244.46341041118785,16,0,6.903963150699241
8.17714360586196,4,9,8.4,129,3.0,4,9.13381814597628,4,245.11787606586012,16,0,7.257367254116257
6.517335686849023,5,5,7.5,187,2.3,3,8.612645954139708,3,279.55765442600176,14,2,6.611261030428698
8.778875606783318,5,9,9.4,129,2.5,2,4.6084758622574205,4,251.14371864765266,16,0,7.633982415478291
8.134884730541588,5,7,9.1,177,2.7,4,7.867975272411774,4,293.38104075295035,16,0,7.273815047059397
2.2724155594173405,5,8,7.7,105,2.8,2,8.408447476379735,1,170.29199568990833,10,0,6.529199568990833
8.97931048565479,4,3,7.2,166,4.6,3,8.999986816032667,4,270.33446410928735,16,0,6.52090400683046
5.623751298198682,3,9,9.0,179,3.7,4,5.900551921443052,3,269.84083826775407,14,2,6.4886313048395765
8.170681474058593,4,7,9.0,106,3.6,3,2.8401479744924063,4,211.62567375420736,16,0,6.60160460963796
9.012867349273186,3,5,7.8,151,2.3,4,3.297781688535385,4,251.04961132698855,16,0,6.253100707936785
3.521033012232707,5,5,9.9,113,4.6,4,3.6612520663744377,2,186.1601421974233,12,1,6.096678516451942
1.545493283012929,4,3,7.5,172,4.2,4,6.3442223272865395,1,214.38027975503326,10,0,4.238027975503326
2.665384044148446,5,6,8.3,114,2.2,4,1.295286617157476,1,170.7660022789238,10,0,5.676600227892379
4.557523991949435,4,9,9.8,120,4.1,4,6.724382219019715,2,210.54676526412504,12,1,7.5455637720104205
8.271140276263685,5,4,8.3,134,3.6,2,4.2791881458540875,4,236.08790442889062,16,0,6.380494026805664
8.676940540935263,3,5,8.9,165,2.2,4,3.6571762224067794,4,268.4012886610923,16,0,6.4625805413182675
0.5660452400463116,3,8,8.2,190,3.4,4,8.915469136553138,0,238.9015656252002,8,0,6.112695703150024
5.352099374486874,3,8,7.8,101,3.5,2,5.14002156022719,3,180.52682733623578,14,2,5.680487666873985
4.465404529913401,4,5,10.0,134,2.5,2,1.855477409794235,2,209.50645235399855,12,1,6.292204362833213
2.6100241994719373,3,6,8.2,181,4.8,2,8.440720912236223,1,241.54127496412983,10,0,6.054127496412983
1.6387209896699866,4,6,9.7,177,4.5,2,1.4287713169285594,1,229.75292489275273,10,0,5.275292489275273
3.7073441283344657,3,7,7.7,119,4.0,2,7.54074301751377,2,186.46986755294637,12,1,5.622488962745531
9.457642187168933,3,8,7.6,181,3.4,2,7.965155995935986,4,296.6088714912554,16,0,7.2255544682034625
3.570427854197175,4,7,7.1,109,3.2,4,4.173423453359724,2,170.32355801361697,12,1,5.110296501134748
5.428510906561978,4,8,9.0,124,4.0,4,8.42309070650008,3,218.06272331224594,14,2,6.71876595087471
7.17868010950419,3,9,8.1,165,3.6,3,5.640934652708081,4,263.3908428550956,16,0,6.149427678443477
3.9544812226032926,4,9,9.6,124,2.2,4,5.169642879455171,2,206.39031410000908,12,1,6.86585950833409
9.731929785849127,3,4,8.4,153,3.5,4,1.408629533218233,4,256.96838258662035,16,0,6.498023911663772
9.643249301950057,4,9,9.9,132,4.4,2,3.610262742840153,4,259.06138852986066,16,0,7.9413367831162915
2.8919318103409593,5,4,7.6,135,3.4,2,9.379089737967698,1,198.20408908967923,10,0,6.320408908967923
5.223860805977662,5,9,9.6,194,2.2,4,4.5264156695515005,3,288.5805099521486,14,2,6.755750710867757
3.3583439432593116,5,3,9.3,113,4.4,3,5.920304685010915,2,181.24720857359085,12,1,5.687267381132571
3.205984696585942,5,9,9.3,164,2.6,2,5.7881951108582665,2,242.83017023897494,12,1,6.569180853247912
0.8504259998680616,5,7,9.5,179,2.8,4,6.31387980840424,0,236.77422771155085,8,0,7.221778463943856
6.29086117280902,3,5,9.3,153,2.5,4,1.5519786007895435,3,236.15485728365647,14,2,5.939632663118319
5.2754507206741845,5,7,8.9,151,3.0,3,4.259586293188555,3,238.09298520517632,14,2,6.220927514655451
0.9890481368748989,5,5,7.4,102,4.3,3,7.508154464942987,0,148.17461679241367,8,0,5.771827099051709
3.1471414102478086,5,6,7.1,198,3.6,2,2.8050422596568465,2,254.88469467146774,12,1,4.7403912226223115
9.128525916683211,5,7,9.8,140,2.6,3,2.832205397917244,4,260.27651543034153,16,0,7.517282214396346
2.775837961336238,4,6,8.8,105,4.6,4,1.0908154602012226,1,161.8429268809917,10,0,5.6842926880991715
1.8765012848666194,3,4,9.4,124,4.6,4,4.9373373394738875,1,175.4180162881438,10,0,5.14180162881438
5.149801222636849,5,4,8.4,112,4.6,3,8.944609426060797,3,196.615323920186,14,2,6.043951708584714
9.863679314050707,5,3,7.4,197,2.7,3,1.467108492285781,4,301.1100972508343,16,0,6.506881078177145
2.799525079359254,5,9,7.4,107,3.4,3,2.7200683854640237,1,168.47630321307005,10,0,6.147630321307005
6.885287700355846,3,7,9.1,120,5.0,3,3.7907608450847956,3,214.26844287047396,14,2,6.733460205033855
7.735386345622817,4,6,8.3,197,4.3,2,7.585522629077916,4,300.76137470859936,16,0,6.48508591928746
2.7575566679277967,3,5,7.6,167,2.1,3,6.765720335223278,1,221.20903384625728,10,0,5.420903384625729
7.418055311812666,4,4,8.5,124,2.2,2,4.7434951412366955,4,217.95968520635637,16,0,5.872480325397273
3.9939397608329057,5,9,7.2,178,3.4,4,7.831620453325382,2,255.6989487666513,12,1,6.474912397220943
6.506905390639005,5,4,8.7,167,4.7,3,6.486679104912117,3,260.28526178248023,14,2,6.663232984462874
6.5185322522285,3,5,7.8,144,3.6,2,9.064367196914972,3,232.74480881320045,14,2,6.338914915228604
5.589859498710205,3,9,9.4,159,3.5,3,8.362240742248236,3,255.262237103054,14,2,6.875874078789571
1.357752815516879,4,9,7.9,111,2.3,4,3.2753224548028053,0,161.27500620633924,8,0,6.284375775792405
8.43537370809776,4,6,8.4,131,4.0,4,3.442947198707802,4,234.6474104628438,16,0,6.477963153927737
3.5474106172314905,3,6,7.0,195,4.5,4,2.1282082821314705,2,247.57159736104913,12,1,4.380966446754094
2.271925848798615,4,7,7.2,191,3.1,3,4.032682531457109,1,242.2244305875746,10,0,5.12244305875746
0.8873638447702572,3,7,8.2,112,4.3,3,9.995895268471848,0,163.09275366086982,8,0,6.386594207608727
6.113482960288297,4,8,8.4,130,4.9,2,4.651760517535549,3,220.88550445860972,14,2,6.491821747043551
6.936861437501683,3,8,8.8,177,2.6,4,2.9843959122019577,3,270.9714853683164,14,2,6.712248954879742
0.6575843748146335,3,3,7.9,119,3.6,3,7.862345960279977,0,155.55419393893703,8,0,4.569274242367129
5.364884053843169,3,4,9.1,117,2.9,4,5.882239031163905,3,196.2424309774912,14,2,5.660173641249372
2.6517098643804107,4,7,9.6,192,4.4,4,2.346413045742573,1,255.73329848365714,10,0,6.373329848365714
6.629141508889774,4,6,9.3,159,3.7,2,4.426207130447792,3,254.17244276678989,14,2,6.798031626199277
2.1564810755474184,4,5,7.1,162,3.9,2,4.73022743985409,1,208.84718976416048,10,0,4.684718976416048
7.063908511973427,3,6,8.4,105,4.4,2,7.784467305122967,4,201.18796905347187,16,0,6.011748065841992
4.173985789855106,4,4,7.3,131,3.2,2,1.1860423200271402,2,187.67094979888157,12,1,4.722579149906797
9.398934892998978,4,8,7.7,192,4.7,4,3.4211768211847944,4,303.82324437576904,16,0,6.988952773485565
1.8064489693869359,3,6,10.0,142,3.6,2,5.658366711839698,1,200.93914182285502,10,0,5.893914182285502
3.7401303349774557,5,3,7.4,101,2.5,2,3.41962068207559,2,159.05047370293303,12,1,4.837539475244419
1.577998451785596,3,4,8.5,159,4.1,2,6.65590642677099,1,206.10784725444125,10,0,4.7107847254441255
9.284589373646346,4,8,8.9,122,4.4,2,5.3368073134715495,4,241.7819259593781,16,0,7.486370372461131
8.83472385711932,3,5,9.1,182,3.0,4,4.255392293736225,4,288.5608792975589,16,0,6.660054956097433
2.9504454632939785,5,8,8.7,130,4.6,2,9.54287764183461,1,207.41788016910374,10,0,7.741788016910374
6.7698484373247005,3,9,7.0,104,4.7,4,6.6894354926781165,3,195.19294073761478,14,2,6.5137814812581984
8.263610901911552,4,3,8.0,182,2.8,3,2.1694723504114712,4,274.3630957409096,16,0,5.772693483806851
5.774407710194892,5,4,8.6,133,5.0,4,6.040825276990559,3,219.25649959704498,14,2,6.16117854264607
5.531680494382061,4,5,7.3,109,2.4,4,8.026586678808108,3,188.79332397326866,14,2,5.699523140947761
2.797596763554291,5,3,8.1,188,2.6,2,7.376407277435176,1,247.9453850245871,10,0,5.99453850245871
1.3844762941560425,5,8,7.1,101,2.6,3,2.5488030636573344,0,147.39901494873436,8,0,5.799876868591795
9.023549700556604,3,3,7.2,110,4.7,3,9.75177999136093,4,212.81606759149423,16,0,6.4260042244683895
9.05397154305164,3,4,8.2,149,4.0,3,5.039322811719454,4,251.99075656199227,16,0,6.436922285124517
6.514463844096046,4,7,7.4,130,2.5,3,2.4312250336623515,3,213.7625483032619,14,2,5.983039164518707
3.7207830149626564,3,3,8.7,155,3.3,4,2.621761787153331,2,212.19890680043125,12,1,4.7665755667026035
3.8174909588202786,3,9,9.1,178,3.8,3,1.8841149297017243,2,248.86610006511484,12,1,5.90550833875957
7.396578949267274,5,3,9.4,172,2.3,4,8.231662975914409,4,276.5201260580098,16,0,6.532507878625612
9.022547469549483,3,8,7.6,186,4.6,4,2.098274448896638,4,289.3277914297408,16,0,6.457986964358799
8.927321030518614,5,8,7.5,182,4.4,4,2.126127314275722,4,290.1077592155625,16,0,6.756734950972657
7.908817685647427,5,5,7.3,108,3.5,3,8.654244532847539,4,210.75190828445074,16,0,6.421994267778171
6.599300638465734,5,8,8.9,198,4.9,2,4.101436760028037,3,297.44656024776793,14,2,7.103325731983424
1.299329667452964,4,6,9.1,120,3.3,2,1.2777211387726521,0,166.81121904778269,8,0,5.851402380972836
2.0354727838988307,4,4,7.1,172,5.0,3,1.467057695665698,1,210.98436881468922,10,0,3.898436881468922
9.036264791007254,4,4,9.8,127,4.0,2,2.27953402033506,4,236.70941935856064,16,0,6.85683870991004
6.261076066766105,5,7,7.2,161,3.9,2,2.920540131781206,3,245.46941873180066,14,2,6.033529909414333
0.5873719903579817,4,7,8.6,106,2.5,4,6.986315748145648,0,155.17844954508232,8,0,6.1473061931352895
1.463979657227305,4,4,9.1,179,4.6,4,2.415936520016454,0,224.83574203784312,8,0,5.72946775473039
6.80326680652653,3,9,9.6,115,3.3,3,2.069869520593648,3,212.53093873310272,14,2,6.966495623793051
0.5480850465390775,4,7,9.1,196,2.5,3,7.8824722732865125,0,248.7083887822424,8,0,6.588548597780299
2.0276764884662373,4,5,9.4,103,2.0,2,7.03949755473923,1,163.78065823983874,10,0,6.0780658239838745
5.712970998982568,5,8,8.0,103,3.7,4,4.9179179930971255,3,192.08064498150625,14,2,6.362903212964732
7.073004378080586,5,4,9.4,139,3.6,3,5.9437879433209355,4,239.4997169396261,16,0,6.281232308726631
6.693631965274705,5,7,7.2,116,4.2,3,3.8078561829377664,3,205.2608399966043,14,2,6.375774285471735
2.630558439875318,5,4,9.7,151,4.7,3,5.342503782118246,1,216.55822319217992,10,0,6.5558223192179925
7.265702602801591,5,6,8.6,192,2.2,3,5.560053840844712,4,293.4657015836798,16,0,6.341606348979987
2.7538663312196006,5,3,9.5,151,4.2,3,4.485135440602863,1,213.2586338106611,10,0,6.225863381066111
3.591297132513043,4,8,8.4,135,2.6,3,9.159149896049465,2,212.46910190417853,12,1,6.455758492014877
7.591668348621229,5,4,8.9,137,4.6,2,1.1445567848290552,4,231.95018196621342,16,0,5.934386372888339
6.671512540948539,5,3,8.6,149,4.5,4,8.039541367821215,3,243.43141237932014,14,2,6.745100884237153
8.56762239969469,3,7,9.2,162,3.6,4,2.119445481171919,4,267.7201474193154,16,0,6.607509213707214
6.747322476853262,4,3,7.2,162,4.1,3,8.177926244834795,3,247.2454691820783,14,2,6.088962084434164
5.8989317316869805,4,8,7.2,161,2.9,4,6.5432072410904905,3,247.00626471513158,14,2,6.143304622509398
1.3899102943668784,4,4,7.7,198,3.4,4,8.589502818427622,0,245.50353658257646,8,0,5.937942072822057
3.9933001290646186,5,6,7.5,106,4.5,4,1.8776289307680771,2,170.26284442866907,12,1,5.355237035722422
3.0194224929763918,5,9,9.6,126,3.4,3,6.030825706897966,2,205.2016185041581,12,1,6.600134875346508
2.817901612101294,5,7,7.7,191,3.1,3,5.509790922359774,1,254.30789928035003,10,0,6.330789928035003
9.743600270148233,3,4,9.9,185,3.5,4,7.355738646670228,4,305.4824101311912,16,0,7.530150633199451
4.234428384334224,5,8,8.0,113,4.5,4,5.8086149670430824,2,191.5883495252384,12,1,6.549029127103201
8.974442274182577,3,7,7.5,170,3.0,3,5.866611104197938,4,276.0954548497575,16,0,6.630965928109845
6.4958169469739975,4,5,9.4,185,2.5,2,4.866363492184583,3,278.26608081406886,14,2,6.661862915290633
8.05070738364566,5,3,9.0,104,4.1,4,3.7795098160660676,4,205.07492379326436,16,0,6.317182737079023
5.275052384499325,3,9,8.5,154,4.5,2,5.34037925126973,3,238.7109879528992,14,2,6.050784853778514
5.980586903950411,3,8,8.7,101,2.3,4,2.0664312289156053,3,185.4443420749767,14,2,6.031738719641193
5.178918091279207,5,5,9.2,161,2.7,2,9.653620050847763,3,252.91177480650532,14,2,6.565126771893238
2.354808384081423,4,4,7.7,190,2.4,2,7.429696872639385,1,243.48301238161045,10,0,5.348301238161045
7.3632950949843,4,6,10.0,120,3.0,2,9.57220405019062,4,232.26466683516034,16,0,7.016541677197521
3.16733744318813,4,7,9.9,178,3.4,3,3.040546440969669,2,248.39951920695955,12,1,5.866626600579963
0.7310016810988115,3,3,9.0,120,4.2,2,8.914069181588752,0,164.2191172211736,8,0,5.527389652646701
6.631986811118094,3,7,7.6,109,4.0,2,8.279109861071845,3,200.4745592805525,14,2,6.533897091468036
2.182551454366965,3,9,9.0,186,3.9,2,7.094371712119063,1,251.10196920311432,10,0,6.510196920311432
9.434356551352685,3,4,7.2,157,3.1,4,6.6252626747668515,4,260.41274642297174,16,0,6.4632966514357335
9.562321481524581,4,7,7.1,138,4.5,2,3.8489469874108297,4,246.77199233331288,16,0,6.798249520832055
9.191211707094261,5,3,7.8,104,3.4,4,8.347697064685278,4,215.051239253782,16,0,6.940702453361375
4.016507652426721,3,4,8.4,164,4.9,2,5.513639153317604,2,228.40251994939018,12,1,5.366876662449182
0.6468378570242406,3,7,9.6,112,3.9,2,1.6380241830215683,0,155.6317391307263,8,0,5.453967391340786
9.31902634458339,4,6,9.2,184,2.4,3,3.81576844769617,4,299.2758634282114,16,0,7.204741464263211
4.567749409014486,5,8,9.2,189,4.0,4,9.417673886907949,2,281.66850610247775,12,1,7.7223755085398125
9.68322078091486,5,4,8.3,184,3.0,2,8.656122345443617,4,303.9499497654843,16,0,7.496871860342768
9.654389782347902,4,8,8.0,152,4.1,4,9.837151282688852,4,276.99084518281654,16,0,7.811927823926034
8.60358982693992,4,4,8.1,181,2.2,4,6.6519404434368825,4,285.3066292806747,16,0,6.5191643300421696
3.297264474661064,5,6,10.0,144,2.5,3,3.2275906582637077,2,217.21950178468407,12,1,6.101625148723673
4.158428421718289,3,8,7.1,131,4.6,3,2.465335447091774,2,193.465430544384,12,1,5.205452545365333
8.585798379410141,5,5,9.6,135,2.7,3,2.6822299654761546,4,245.70973198349537,16,0,6.919358248968461
